OBJECTID,Traffic zone number,traffic zone number.1,Area,Multi traffic area,on a traffic zone,In Jerusalem,religion,Traffic zone name,metropolis,Scope,district,Authority,Total housing units until 2020,Additional units 2020-2025,Additional units 2025-2030,Additional units 2030-2035,Additional units 2035-2040,Total housing units until 2025,Total housing units until 2030,Total housing units until 2035,Total housing units until 2040,Gm_b average 2020,Gm_b average 2025,Gm_b average 2030,Gm_b average 2035,Gm_b average 2040,2020 population projections,Population projections 2025,Population projections 2030,Population projections 2035,Population projections 2040,Total students 2020,Total students 2025,Total students 2030,Total students 2035,Total students 2040,Employed in education from students 2015,Employed in education from students 2020,Employed in education from students 2025,Employed in education from 2030 students,2035 students are employed in education,Employed in education from 2040 students,Jobs in industry in 2040,Jobs in commerce and hotels in 2040,Office jobs in 2040,Jobs in public services in 2040,Jobs in education in 2040,Jobs in agriculture in 2040,Total employed 2020,A total of 2025 employees,Total employed 2030,Total employed 2035,Total employed 2040,Total Yeshiva students and include 2015,Total Yeshiva students and include 2020,Total yeshiva students including 2025,Total yeshiva students including 2030,Total yeshiva students and kollel 2035,Total yeshiva students including 2040,Higher education students 2015,Higher education students 2020,Higher education students 2025,Higher education students 2030,Higher education students 2035,Higher education students 2040,Last update date of the traffic area data,GlobalID,Shape__Area,Shape__Length
666,8412,8412,841,84,8,no,U. Orthodox,The ultra-Orthodox Kriya North,yes,2205.04078942,jerusalem,Beit Shemesh,1148.0,15.0,45.0,45.0,45.0,1163.0,1208.0,1253.0,1298.0,7.4,7.5,7.5,7.4,7.4,8495.2,8722.5,9060.0,9272.2,9605.2,5509.4,5662.70301795239,6027.81234963962,5831.64739040076,5776.24060497961,,459.116666666667,471.891918162699,502.317695803302,485.97061586673,481.353383748301,0.0,88.0,128.333333333333,162.25,447.360823309308,0.0,654.633333333333,706.061867863493,775.360823309308,800.652489975975,825.944156642642,,1148.0,658.691212760775,583.231950297,624.221127849214,726.876885363332,,,,,,,,1ebfb4cd-0fdd-4839-90c6-f89f27f95b96,320991.447776794,2205.040789419
667,7501,7501,750,75,7,no,Jewish,Create an old Hadassah,yes,8178.86677986,jerusalem,Headquarters Yehuda,1826.01005867561,0.0,,,0.0,1826.01005867561,1826.01005867561,1826.01005867561,1826.01005867561,4.2,4.0,4.00790818496737,3.9,3.7,7669.24224643755,7304.04023470243,7318.48065999872,7121.43922883487,6756.23721709975,2100.0,2350.0,2500.0,2550.0,2550.0,,175.0,195.833333333333,208.333333333333,212.5,212.5,0.0,89.3234721591381,119.097962878851,119.097962878851,320.545668954991,0.0,473.769604286495,502.688384779608,552.739183069564,599.62269087183,648.06506687183,0.0,1826.01005867561,0.0,0.0,0.0,0.0,,,,,,,,9eb897a9-c79f-41f2-a945-516f5bc2160d,2091148.83456421,8178.86677985714
668,7503,7503,750,75,7,no,Jewish,Create a Hadassah Sensen,yes,6869.07885039,jerusalem,Headquarters Yehuda,600.0,460.0,200.0,0.0,0.0,1060.0,1260.0,1260.0,1260.0,3.3,3.8,4.0,4.0,3.7,1980.0,4028.0,5040.0,5040.0,4662.0,0.0,550.0,950.0,950.0,950.0,,0.0,45.8333333333333,79.1666666666667,79.1666666666667,79.1666666666667,0.0,85.8133333333333,53.6333333333333,12.872,62.2146666666667,0.0,66.528,169.279466666667,221.376533333333,214.533333333333,214.533333333333,0.0,600.0,0.0,0.0,0.0,0.0,,,,,,,,a035865d-d0f2-4252-adce-7445fa24bc0f,1086922.26554871,6869.07885039478
669,7921,7921,792,79,7,no,Palestinian,Nebi Samuel,yes,23721.6242405,Palestinian,Palestinian,,,,,,0.0,0.0,0.0,0.0,,,,,,18488.8619219388,19989.1478765981,21476.2716495737,22946.1599047718,24336.8608010585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605bdd70-8c14-4b86-9b9f-de01e8439b8b,18427817.0073242,23721.6242405191
670,7922,7922,792,79,7,no,Palestinian,in his hand,yes,44074.8323147,Palestinian,Palestinian,,,,,,0.0,0.0,0.0,0.0,,,,,,33739.5615863628,36477.3715488203,39191.1623887701,41873.5008431712,44411.333552214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0411734-4f69-4733-9922-7fe953e139ad,38082834.9852982,44074.8323146782
671,7824,7824,782,78,7,no,Jewish,Mitzpe Jericho,yes,18029.8407954,yosh,Mata Binyamin,547.358490566038,116.874888365121,132.001985281928,125.592463367126,147.914531491863,664.233378931159,796.235364213087,921.827827580213,1069.74235907208,5.3,5.3,5.3,5.4,5.4,2901.0,3520.43690833514,4220.04743032936,4977.87026893315,5776.60873898921,1032.36771543613,1195.38390680669,1438.03403493274,1737.31027285755,2031.31399596902,62.8359063646449,86.0306429530109,99.6153255672244,119.836169577728,144.775856071463,169.276166330752,0.0,82.0859878048662,58.6328484320473,113.356840301958,135.420933064601,0.0,222.87026559452,265.673670300014,318.895010631,375.232812966516,436.711756098771,,547.358490566038,,,,,62.8359063646449,,,,,,2021-07-19,95295666-3313-4da9-bfe0-27ab5e3709c4,19685093.689209,18029.8407954353
672,7811,7811,781,78,7,no,Jewish,Geva Binyamin,yes,8530.07689045,yosh,Mata Binyamin,1306.48951332425,322.874094869336,351.148652354582,235.360298624458,276.088281359682,1629.36360819358,1980.51226054817,2215.87255917263,2491.96084053231,4.4,4.4,4.4,4.5,4.5,5748.55385862669,7169.19987605177,8714.25394641193,9971.42651627681,11213.8237823954,1908.87145438818,1967.00532301302,2330.06817341044,2765.57071649829,3083.52754406889,143.498854952652,159.072621199015,163.917110251085,194.172347784204,230.464226374857,256.960628672408,0.0,174.511193124949,132.628506774961,188.472088574945,205.568502937926,0.0,420.370523863865,489.789831889802,590.274799893837,673.638738209382,755.352796778869,,1306.48951332425,,,,,143.498854952652,,,,,,2021-07-19,32ed7128-dfb8-446e-ac15-b20820490426,3723903.4041748,8530.0768904503
673,7822,7822,782,78,7,no,Jewish,Kfar Adumim,yes,27618.5286028,yosh,Mata Binyamin,1038.66666666667,238.2938846618,225.56032211465,270.231066517637,267.253433500127,1276.96055132847,1502.52087344312,1772.75193996075,2040.00537346088,4.5,4.5,4.6,4.6,4.6,4674.0,5746.3224809781,6911.59601783834,8154.65892381947,9384.02471792005,1694.9391488251,1958.79386599934,2342.14618524244,2854.6164646584,3268.89417554344,111.785286366148,141.244929068758,163.232822166612,195.178848770204,237.8847053882,272.407847961954,0.0,181.86295677445,138.215847148582,189.137475045428,217.926278369563,0.0,400.911595735425,482.472959998728,570.809067130983,681.072690378388,782.409191327174,,1038.66666666667,,,,,111.785286366148,,,,,,2021-07-19,4021d772-0f84-4467-8e8c-41ad056a66a0,44298728.069397,27618.5286027583
674,7711,7711,771,77,7,no,Jewish,New Gibeon,yes,6993.2173058,yosh,Ze'ev hill,453.433941172361,21.9846759356296,15.1144647057454,75.2563918704747,92.1052631578948,475.41861710799,490.533081813736,565.789473684211,657.894736842105,3.63889830508475,3.63889830508475,3.63889830508475,3.8,3.8,1650.0,1730.0,1785.0,2150.0,2500.0,440.0184565755,501.51513815985,595.45550232735,773.57235522825,906.16036475,28.7623776697874,36.668204714625,41.7929281799875,49.6212918606125,64.4643629356875,75.5133637291667,0.0,44.9768750387719,56.2210937984649,62.9676250542807,60.4106909833333,0.0,150.026690007715,160.647582456985,172.254562314046,205.91173135674,239.987047939693,,453.433941172361,,,,,28.7623776697874,,,,,,,4c594b6e-eb7a-4971-80c0-202f0ece0665,2260887.07028961,6993.21730580128
675,7712,7712,771,77,7,no,Jewish,Mount Shmuel,yes,3781.77314703,yosh,Ze'ev hill,240.0,,200.0,200.0,200.0,240.0,440.0,640.0,840.0,5.25958855289199,5.24953017421424,5.21425306700973,5.15264415429561,5.07435214779738,1262.30125269408,1259.88724181142,2294.27134948428,3297.69225874919,4262.45580414979,472.866170766608,442.432365663728,805.581199861827,1190.59445613833,1544.51052995073,31.4462113280747,39.4055142305507,36.8693638053106,67.1317666551522,99.2162046781941,128.709210829228,0.0,78.2418421658455,43.8154316128735,87.630863225747,102.967368663382,0.0,99.4055142305506,96.8693638053106,177.131766655152,259.216204678194,338.709210829228,,240.0,,,,,31.4462113280747,,,,,,,f345cd14-11c5-497e-aee5-6b638eda7ef5,980046.032028198,3781.7731470354
676,8711,8711,871,87,8,no,Palestinian,Deer Diwan,yes,51276.0873133,Palestinian,Palestinian,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,18455.1972523497,19843.7138570092,21120.2947682924,22241.045226522,23214.8185027282,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,65a71fa5-be4d-48dd-b863-5f68f044b58e,65150955.3150787,51276.0873132683
677,7911,7911,791,79,7,no,Palestinian,A Ram,yes,24518.2756614,Palestinian,Palestinian,,,,,,0.0,0.0,0.0,0.0,,,,,,29062.1095431127,31288.3493132878,33543.9690482242,35840.4471427922,38038.6664633218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8d6ffb8-b3af-4cf1-8d6e-622f41b324c3,15267807.7024078,24518.2756613498
678,8882,8882,888,88,8,no,Jewish,Ali / Sheila,yes,58357.0407597,yosh,Mata Binyamin,2007.74576778003,446.524456813715,488.603996766095,469.916723576778,537.683901736184,2454.27022459375,2942.87422135984,3412.79094493662,3950.4748466728,5.8,5.8,5.8,5.9,5.9,11644.9254531242,14234.7673026437,17068.6704838871,20135.4665751261,23307.8015953695,5063.44168205393,5756.76472565902,6421.30223668704,7480.45183024075,8627.55639980214,257.436627387156,421.953473504494,479.730393804919,535.10851972392,623.370985853395,718.963033316845,0.0,245.747771277847,273.053079197607,273.053079197607,575.170426653476,0.0,823.5026270605,970.584438723668,1123.68336399589,1305.92917484072,1509.05800265141,,2007.74576778003,,,,,257.436627387156,,,,,,,0bcab317-2542-4aca-bd18-1f0f16ca1f33,40617138.2303619,58357.0407596691
679,8881,8881,888,88,8,no,Jewish,Frankincense,yes,17079.2630372,yosh,Mata Binyamin,167.777777777778,28.1090090385469,30.0141306052097,33.0159478920645,32.159226803399,195.886786816325,225.900917421534,258.916865313599,291.076092116998,5.4,5.4,5.4,5.4,5.4,906.0,1057.78864880815,1219.86495407629,1398.15107269343,1571.81089743179,191.528863221865,218.024723996642,247.248879684119,298.832882305121,353.060655510797,13.2991224359251,15.9607386018221,18.1687269997202,20.6040733070099,24.9027401920934,29.4217212925664,0.0,25.824761978314,24.831501902225,24.831501902225,23.5373770340531,0.0,71.886664527748,83.4643226051618,95.904379114188,111.208361963293,126.447085331566,,167.777777777778,,,,,13.2991224359251,,,,,,2021-07-19,555ebc88-89e9-4831-826a-d3f8ce6710a4,12160164.828949,17079.2630371705
680,8693,8693,869,86,8,no,Jewish,Ataret / Halamish,yes,18113.6438929,yosh,Mata Binyamin,384.0,45.78,131.04,199.78,184.0,429.78,560.82,760.6,944.6,5.5,5.5,5.5,5.5,5.5,2385.0,2363.79,3084.51,4183.3,5195.3,813.0,805.769924528302,1051.44932075472,1426.00540880503,1770.97647798742,54.6366375776735,67.75,67.1474937106918,87.6207767295597,118.833784067086,147.581373165618,0.0,72.7342,10.3906,20.7812,162.33951048218,0.0,116.765,121.138043081761,158.073054402516,214.383162473794,266.24551048218,,384.0,,,,,54.6366375776735,,,,,,2021-08-12,2f6fe60d-f162-4163-9e59-83be5142483e,8807848.51420593,18113.6438928893
681,8742,8742,874,87,8,no,Palestinian,Al-Ethad,yes,36001.9967717,Palestinian,Palestinian,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,12928.0372212387,14003.7924503834,14990.9582230589,15889.3046930774,16710.0165069382,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7005a155-d9ad-4671-9cbf-e7a844ac04d1,39602247.5822678,36001.9967716856
682,8741,8741,874,87,8,no,Palestinian,Shukba / Nelin,yes,37229.1734384,Palestinian,Palestinian,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,27938.4862890192,30939.2505616709,33782.9218446629,36533.8449869942,39232.7708847798,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d9d0d5d2-317c-4701-a064-3482f9febe23,44971196.4002304,37229.1734383834
683,7965,7965,796,79,7,no,Palestinian,A-Tira Mizrah,yes,7693.92529796,Palestinian,Palestinian,,,,,,,,,,,,,,,6079.22840668525,6482.20729311667,6853.34548433757,7183.85028558206,7461.71447330764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40b1dcaa-de2f-4042-b208-76ead42daea2,2207491.29516602,7693.9252979558
684,7966,7966,796,79,7,no,Palestinian,A-Tira West,yes,14875.3948561,Palestinian,Palestinian,,,,,,,,,,,,,,,6079.22840668525,6482.20729311667,6853.34548433757,7183.85028558206,7461.71447330764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ab746fb-59a0-4ec8-8ec2-c07ae640cb2f,7748232.36386108,14875.3948560959
685,8862,8862,886,88,8,no,Jewish,Maale Ephraim,yes,13012.545516,yosh,Mata Binyamin,300.238095238095,54.9843681555776,59.9787016843501,51.3474388983239,59.0650210993193,355.222463393673,415.201165078023,466.548603976347,525.613625075666,4.2,4.2,4.2,4.3,4.3,1261.0,1491.93434625343,1743.8448933277,2006.15899709829,2260.13858782536,325.924273489609,360.118659465627,420.469433737059,505.934575996643,586.555482802753,19.977991876714,27.1603561241341,30.0098882888022,35.0391194780882,42.1612146663869,48.8796235668961,20.0774461097989,52.2013598854771,50.1936152744973,40.1548922195978,39.1036988535169,0.0,127.239721203499,148.417376086693,173.439507837429,197.677415991836,224.084165258785,,300.238095238095,,,,,19.977991876714,,,,,,2021-07-19,94e5c7e6-414d-4fba-8b15-c49f1fc55688,9169598.75061035,13012.5455159903
686,7826,7826,782,78,7,no,Jewish,scrolls,yes,25947.8228787,yosh,Megilot,297.714285714286,67.2806199133394,68.9738521458646,68.9806795344834,66.3734952141503,364.994905627625,433.96875777349,502.949437307973,569.322932522123,3.5,3.5,3.5,3.5,3.5,1042.0,1277.48216969669,1518.89065220721,1760.32303057791,1992.63026382743,227.522630888282,252.909724336751,305.790680376698,373.822138810091,431.148307762105,16.7733333349067,18.9602192406901,21.0758103613959,25.4825566980582,31.1518449008409,35.9290256468421,0.0,38.7047175808531,38.7047175808531,58.0570763712796,28.7432205174737,29.0285381856398,118.198314478785,142.740778903938,170.138809289221,198.801657336832,225.70333648755,,297.714285714286,,,,,16.7733333349067,,,,,,2021-07-19,17a6a185-6d6f-4ca3-8e25-20d5bd44389e,40538505.9610138,25947.8228786676
687,8951,8951,895,89,8,no,Palestinian,Duma / Majdal,yes,18508.2723029,Palestinian,Palestinian,,,,,,,,,,,,,,,6043.29234738619,6689.65274790341,7316.29350877594,7909.50243247827,8472.01900786956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e99cdd04-c35b-4476-87e9-78e3f50d9f08,16858149.3353271,18508.2723028932
688,8952,8952,895,89,8,no,Palestinian,Kosrae,no,45139.3051027,Palestinian,Palestinian,,,,,,,,,,,,,,,63543.4415938401,70339.7310992785,76928.6743937471,83166.0917532641,89080.788097452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d222efcf-1132-4e9d-8c1b-bddb78cd822a,102967898.80545,45139.3051027531
689,8871,8871,887,88,8,no,Jewish,Itamar,no,68557.1263298,yosh,Samaria area,1180.30769230769,264.292879543395,307.177802473946,335.072593989081,356.743331949141,1444.60057185109,1751.77837432503,2086.85096831411,2443.59430026325,6.5,6.5,6.5,6.5,6.5,7672.0,9389.90371703207,11386.5594331127,13564.5312940417,15883.3629517112,2992.40736433367,3025.9448669493,3335.02078295626,4076.21390583379,4887.85257061661,191.856978396186,249.367280361139,252.162072245775,277.918398579688,339.684492152816,407.321047551384,0.0,111.46925593359,119.431345643132,159.241794190843,325.856838041107,79.6208970954216,485.428818822677,541.082186615992,628.274073444695,757.054685815639,896.039907604035,,1180.30769230769,,,,,191.856978396186,,,,,,2021-07-19,e31d205f-d00f-4d8f-8f22-309d555f885f,49274573.417511,68557.1263298327
690,8974,8974,897,89,8,no,Palestinian,Kavatia,no,41929.3469609,Palestinian,Palestinian,,,,,,,,,,,,,,,40900.0198068673,44429.6224384022,47777.4663034961,50834.1348410225,53593.2525786726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec16adb1-b38c-4cdf-acc0-3830e671bd30,76265534.188858,41929.3469608966
691,8973,8973,897,89,8,no,Palestinian,Tubas,no,52693.7535888,Palestinian,Palestinian,,,,,,,,,,,,,,,71231.3565809277,77704.2460824972,83872.2712156856,89555.1776100429,94735.4154185479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa2ba037-b9b1-41a5-8968-a1cbac993408,148053866.536331,52693.7535888128
692,8971,8971,897,89,8,no,Palestinian,Araba / Kfar Rai,no,29837.8779051,Palestinian,Palestinian,,,,,,,,,,,,,,,34281.8936245263,37240.3631441624,40046.4847009886,42608.5466790448,44921.2052358453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e32ea447-3aaf-474e-89fa-7b78f8a38cc2,60299165.2012329,29837.8779050541
693,8843,8843,884,88,8,no,Jewish,Shavi Samaria,no,31087.1896548,yosh,Samaria area,800.340303690712,218.980558650679,250.480106925892,249.099501370673,289.943219754195,1019.32086234139,1269.80096926728,1518.90047063796,1808.84369039215,5.1,5.1,5.1,5.2,5.2,4081.73554882263,5198.53639794109,6475.98494326314,7898.28244731737,9405.98719003918,1568.83271120642,1843.61343296917,2333.90496653605,2944.62811950147,3480.33528621355,100.35059149552,130.736059267202,153.634452747431,194.492080544671,245.385676625122,290.027940517796,68.4233275012274,171.058318753069,136.846655002455,75.2656602513502,232.022352414236,0.0,330.821135189879,408.464668332779,511.942322861492,625.110794284611,742.238863115833,,800.340303690712,,,,,100.35059149552,,,,,,,7b3eafea-8229-4227-8804-1ab1f61fe0f1,16474926.9956207,31087.1896547739
694,8963,8963,896,89,8,no,Palestinian,Tulkarm,no,24218.9616216,Palestinian,Palestinian,,,,,,,,,,,,,,,92721.9488941537,99542.1649559882,105846.906639601,111386.429277778,116070.753519692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4de9aecf-a4ae-4dd3-8a0a-ac37fd3bfb77,28854066.5415344,24218.9616215581
695,8964,8964,896,89,8,no,Palestinian,Anabata,no,34498.5348778,Palestinian,Palestinian,,,,,,,,,,,,,,,24878.5782737654,26827.9231130985,28639.966149207,30244.4299106169,31638.8689464393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed99f2ee-14a0-43cd-92a2-dfe697b951f7,50651868.4008026,34498.5348778128
696,8965,8965,896,89,8,no,Palestinian,Eilar,no,45944.5859275,Palestinian,Palestinian,,,,,,,,,,,,,,,60187.3508753637,64903.2916550562,69287.0658729957,73168.6551789495,76542.1434305611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9963c966-feca-416e-801b-cb679797b765,83383091.6435242,45944.5859275225
697,8851,8851,885,88,8,no,Jewish,Dotan's introduction,no,25350.3303455,yosh,Samaria area,192.0,37.501212627239,41.5329483859437,26.7814664292781,41.3950283904527,229.501212627239,271.034161013183,297.815627442461,339.210655832913,3.5,3.5,3.5,3.7,3.7,672.0,803.254244195336,948.619563546139,1101.9178215371,1255.07942658178,219.186490750449,258.523449626542,306.016495435112,364.972300965639,421.584459932874,12.623333331216,18.2655408958708,21.5436208022118,25.5013746195927,30.4143584138033,35.1320383277395,14.0293316708412,28.0586633416823,35.0733291771029,21.0439975062618,28.1056306621916,14.0293316708412,82.2655408958708,98.0440250112915,115.84609495732,129.686234227957,148.202256938711,,192.0,,,,,12.623333331216,,,,,,2021-07-19,9fe988b3-1313-4ab6-81e2-f6d0f39336f3,26118820.0852966,25350.3303454572
698,8852,8852,885,88,8,no,Jewish,daisy,no,18710.4467805,yosh,Samaria area,738.574282737468,191.318739480537,205.236498138964,183.067702730098,209.133464531778,929.893022218005,1135.12952035697,1318.19722308707,1527.33068761884,4.0,4.0,4.0,4.1,4.1,2954.29713094987,3719.57208887202,4540.51808142787,5404.60861465697,6262.05581923726,1047.45990421471,1278.70289395218,1569.1702311438,1895.46273584351,2156.37486680717,55.0099999995187,87.2883253512258,106.558574496015,130.76418592865,157.955227986959,179.697905567264,263.140248668072,613.993913558834,561.36586382522,175.426832445381,143.758324453811,0.0,87.2883253512258,106.558574496015,130.76418592865,157.955227986959,179.697905567264,,738.574282737468,,,,,55.0099999995187,,,,,,,743d9e23-ca0f-4d64-a73c-a01d4fea866f,17968915.1247559,18710.4467805298
699,8842,8842,884,88,8,no,Jewish,Industrial area bar,no,7307.98765565,yosh,Samaria area,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,445.5516,334.1637,334.1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,e1be858f-1c8a-400a-ab5b-f015ebe4391f,3633657.68338013,7307.98765564698
700,8943,8943,894,89,8,no,Palestinian,Ginsapot,no,35212.3949222,Palestinian,Palestinian,,,,,,,,,,,,,,,15553.5784147642,17114.2635003529,18651.3565335785,20124.428104626,21518.5516426285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea961288-7385-4896-879f-fbb2fb66ad9e,34229606.2529755,35212.3949222116
701,8814,8814,881,88,8,no,Jewish,Horns of Samaria,no,18055.7927823,yosh,Horns of Samaria,1722.64150943396,303.540142155935,322.337615827021,254.793524096722,242.530252024745,2026.1816515899,2348.51926741692,2603.31279151364,2845.84304353839,5.3,5.3,5.3,5.3,5.3,9130.0,10738.7627534265,12447.1521173097,13797.5577950223,15082.9681307534,2799.29376888752,3376.33033527309,3931.33648166248,4352.24038900425,4699.80037464751,153.066631695913,233.274480740627,281.360861272757,327.611373471873,362.686699083687,391.650031220626,0.0,217.877187200838,165.586662272637,174.301749760671,313.3200249765,0.0,577.802782627419,686.597191590737,797.315226955257,883.349257386416,960.818639928303,,1722.64150943396,,,,,153.066631695913,,,,,,2021-07-19,5f6b5326-4a95-436e-b2a4-6a1aa1b53610,15002310.911377,18055.7927823445
702,8961,8961,896,89,8,no,Palestinian,Kfar Jamal,no,36709.0772655,Palestinian,Palestinian,,,,,,,,,,,,,,,11257.7622387556,12100.0011027565,12870.4902137947,13543.7366083643,14126.0321614735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e06a8ff-800f-4d5d-8ba3-0f6fe10fa341,48462390.8037872,36709.0772655331
703,8922,8922,892,89,8,no,Palestinian,Salafi,no,27323.5872979,Palestinian,Palestinian,,,,,,,,,,,,,,,16946.3554664788,18397.460020006,19773.9014804936,21043.9720408913,22204.5378527703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f318a16a-ef81-4068-8abd-bbcc88eb2efe,25656963.2562866,27323.5872978832
704,8924,8924,892,89,8,no,Palestinian,Deir Istya,no,14978.5956302,Palestinian,Palestinian,,,,,,,,,,,,,,,12461.7227552092,13528.8113496063,14540.9954680913,15474.9583626226,16328.3955170254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354b481b-7d2f-463a-bde4-d940453fbd55,12328980.8446655,14978.5956302017
705,8931,8931,893,89,8,no,Palestinian,A-angle,no,24685.714897,Palestinian,Palestinian,,,,,,,,,,,,,,,13622.1057907428,15114.91350165,16601.8272273894,18059.3252232076,19483.2864360334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b436524-5b60-47d5-bd65-98fc1cc6018a,20568045.2169113,24685.7148970135
706,8810,8810,881,88,8,no,Jewish,Pedual,no,25866.3258257,yosh,Samaria area,1240.0,285.084327717785,326.504945872105,65.3840471250769,251.24801742917,1525.08432771779,1851.58927358989,1916.97332071497,2168.22133814414,5.3,5.3,5.3,5.9,5.9,6572.0,8082.94693690426,9813.42315002642,11310.1425922183,12792.5058950504,1716.45430969059,1838.15066871272,2235.3912130821,2770.54530798824,3204.29013575069,119.117386418099,143.037859140882,153.179222392727,186.282601090175,230.878775665687,267.024177979224,0.0,141.141005271163,112.912804216931,95.9758835843911,213.619342383379,0.0,391.037859140882,458.196087936284,556.600455808153,614.27343980868,700.668445608051,,1240.0,,,,,119.117386418099,,,,,,2021-07-19,f4181cbe-0c6d-40f4-9e8f-edc55612a5ea,18721228.8948746,25866.3258257131
707,8932,8932,893,89,8,no,Palestinian,in her hands,no,23904.108524,Palestinian,Palestinian,,,,,,,,,,,,,,,26561.0971318023,29471.8519899429,32371.1144463258,35213.0205679653,37989.5349091978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571e3096-7a42-4940-961e-d100f193da24,25204680.5231476,23904.1085240178
708,8944,8944,894,89,8,no,Palestinian,Kalkilia,no,14280.5803402,Palestinian,Palestinian,,,,,,,,,,,,,,,53956.2141508336,58733.7031841894,63275.8273987714,67479.9694571135,71313.6727302926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b37c9e8-f19f-4c35-86c0-d97ebaf10638,9829970.77261353,14280.5803401926
709,8832,8832,883,88,8,no,Jewish,Alfie Menashe,no,17204.1646945,yosh,Alfie Menashe,2226.47114586909,622.451312389102,665.920555026515,616.98238812633,614.224711831021,2848.92245825819,3514.84301328471,4131.82540141104,4746.05011324206,3.6,3.6,3.6,3.6,3.6,8015.29612512872,10256.1208497295,12653.4348478249,14874.5714450797,17085.7804076714,2295.20750331032,2873.03385370176,3806.48163838688,4801.43446032228,5512.12438410944,164.413333279624,191.267291942526,239.41948780848,317.206803198907,400.11953836019,459.343698675787,394.335897422466,704.17124539726,1098.50714281973,253.501648343014,367.474958940629,0.0,636.561521116344,1059.20397946012,1520.17540585585,2476.4846186424,2908.5537213242,,2226.47114586909,,,,,164.413333279624,,,,,,,06f5a77c-3bec-4d4c-8581-f7e00371f7d9,9222842.68238068,17204.1646944789
710,8942,8942,894,89,8,no,Palestinian,Ezon,no,30977.6920439,Palestinian,Palestinian,,,,,,,,,,,,,,,22885.9796674388,25182.4162933764,27444.1388994083,29611.6584968069,31663.0117027247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7514bd8f-4cef-4efe-a88d-a23d768f0fe5,30664025.9182129,30977.6920438603
711,8815,8815,881,88,8,no,Jewish,Emmanuel,no,11763.6458904,yosh,Emmanuel,640.906275961612,183.868361791859,217.478071709274,206.123786802876,258.359249103195,824.774637753471,1042.25270946275,1248.37649626562,1506.73574536882,6.4,6.4,6.4,6.6,6.6,4101.80016615432,5278.55768162221,6670.41734056157,8239.2848753531,9944.45591943418,1638.76968620101,1980.08407821342,2567.49082361593,3258.76715643349,3911.07260038144,103.193316552516,136.564140516751,165.007006517785,213.957568634661,271.56392970279,325.922716698454,229.187844835955,440.745855453759,352.596684363007,476.005523890059,260.738173358763,0.0,350.199565837288,439.931885768942,1061.37513845558,1437.689428458,1828.16796515473,292.018818014347,640.906275961612,568.952324526877,671.440690188739,789.231498948836,967.341623710148,103.193316552516,,,,,,,99770ebd-63ca-45a3-a9a3-d46275adb8d4,7842452.7220459,11763.6458903483
